Annee,Mois,RH2M,TMP_MIN,TMP_MAX,WS2M,WS10M,WD10M,WD2M,UVA,UVB,CLOUD_AMT,SOIL_M,SOIL_W,SOIL_RW,PRECT_TOTAL,SURFACE_P,SH2M
2003,6,31.016470588235293,6.98,40.67,2.88,3.9747058823529415,181.51882352941178,206.48529411764707,18.945882352941176,0.4917647058823529,38.762352941176474,0.4352941176470588,0.27294117647058824,0.4341176470588235,17.681764705882355,83.80882352941177,5.668235294117647
2003,7,23.738823529411764,12.83,41.51,2.643529411764706,3.5923529411764705,214.0458823529412,211.21176470588236,17.480588235294118,0.47705882352941176,47.861176470588234,0.4264705882352941,0.15235294117647058,0.4211764705882353,0.0,84.07117647058824,5.770588235294118
2003,8,30.07764705882353,12.84,40.46,2.4923529411764704,3.3547058823529414,205.36882352941177,204.17117647058822,16.801764705882352,0.44764705882352945,46.40117647058824,0.42705882352941177,0.19,0.4258823529411765,0.31,84.0564705882353,6.7441176470588236
2003,9,33.79176470588236,8.3,38.78,2.3705882352941177,3.260588235294118,268.23470588235296,253.44882352941178,14.956470588235293,0.36705882352941177,38.78823529411765,0.4341176470588235,0.25,0.43000000000000005,13.028823529411765,84.06764705882354,6.087058823529412
2003,10,54.35058823529412,0.9,32.78,2.7664705882352942,3.821176470588235,269.1617647058824,267.2852941176471,11.062941176470588,0.2505882352941176,56.762352941176474,0.4364705882352941,0.3447058823529412,0.4358823529411765,19.231176470588235,83.65764705882353,6.315294117647059
2003,11,55.18588235294118,-3.43,25.71,2.584705882352941,3.664705882352941,306.85823529411766,305.27,9.621764705882352,0.18588235294117647,31.24823529411765,0.45647058823529413,0.4076470588235294,0.4588235294117647,23.577058823529413,83.69176470588235,4.47
2003,12,56.88235294117647,-6.97,22.65,2.491764705882353,3.614117647058823,308.12529411764706,308.19588235294117,7.726470588235294,0.12705882352941178,40.06,0.48176470588235293,0.4511764705882353,0.4876470588235295,15.82,83.89999999999999,4.065294117647059
2004,1,49.39705882352941,-6.15,25.03,1.7494117647058824,2.598235294117647,135.2864705882353,154.92882352941177,9.178235294117647,0.15823529411764706,24.821176470588235,0.46588235294117647,0.38411764705882356,0.46588235294117647,0.62,83.83941176470589,3.5229411764705882
2004,2,52.781176470588235,-4.78,21.13,2.6688235294117644,3.8041176470588236,228.79,229.97764705882352,10.631176470588235,0.21882352941176472,43.81294117647059,0.46058823529411763,0.39176470588235296,0.46294117647058824,29.158235294117645,83.78235294117647,3.6758823529411764
2004,3,44.25941176470588,-4.58,27.17,2.72,3.8964705882352946,314.94529411764705,310.69588235294117,13.990588235294117,0.3141176470588235,38.41764705882353,0.4694117647058823,0.4411764705882353,0.47411764705882353,21.713529411764707,83.7835294117647,3.583529411764706
2004,4,47.04058823529412,-1.38,31.95,3.114117647058823,4.318823529411765,292.9994117647059,289.72764705882355,16.988823529411764,0.4152941176470588,34.843529411764706,0.46058823529411763,0.4029411764705882,0.4617647058823529,1.5505882352941176,83.39117647058823,4.437647058823529
2004,5,49.26294117647059,-1.57,32.14,3.578823529411765,4.87235294117647,335.63941176470587,333.43117647058824,18.06823529411765,0.4511764705882353,33.121764705882356,0.45235294117647057,0.3782352941176471,0.4535294117647059,25.125882352941176,83.45705882352941,5.129411764705883
2004,6,31.090588235294117,7.85,39.59,2.7094117647058824,3.726470588235294,86.89999999999999,85.81941176470589,19.39470588235294,0.5023529411764706,28.779411764705884,0.4388235294117647,0.2811764705882353,0.4364705882352941,6.823529411764706,83.96235294117646,5.416470588235294
2004,7,21.93176470588235,9.23,40.12,2.815294117647059,3.8600000000000003,222.01529411764707,215.18882352941176,18.23411764705882,0.49235294117647055,38.470588235294116,0.42705882352941177,0.18294117647058822,0.4258823529411765,12.409411764705883,83.95647058823529,4.995294117647059
2004,8,27.88,11.68,39.91,2.83,3.844117647058823,207.42529411764707,210.95470588235295,16.924705882352942,0.4505882352941177,37.002941176470586,0.4264705882352941,0.1758823529411765,0.42176470588235293,0.0,84.00176470588235,5.8876470588235295
2004,9,29.869999999999997,8.39,37.76,2.5023529411764707,3.448235294117647,209.11882352941177,211.15411764705883,13.988235294117647,0.3488235294117647,43.12294117647059,0.42705882352941177,0.1723529411764706,0.42176470588235293,0.31,84.09470588235294,5.347058823529412
2004,10,41.06882352941176,-0.1,31.44,2.625294117647059,3.6694117647058824,259.61470588235295,257.9394117647059,11.113529411764706,0.2535294117647059,51.40941176470589,0.4294117647058823,0.23588235294117646,0.42705882352941177,17.061176470588236,83.86941176470589,5.346470588235294
2004,11,56.90529411764706,-4.29,26.59,2.197058823529412,3.135294117647059,233.81882352941176,236.37117647058824,8.956470588235293,0.15823529411764706,41.678823529411765,0.4717647058823529,0.4547058823529412,0.4764705882352941,31.019411764705886,83.78529411764706,4.495294117647059
2004,12,63.65176470588235,-9.71,22.38,2.7023529411764704,3.9029411764705877,260.01529411764704,257.4770588235294,7.635882352941176,0.11529411764705882,30.024705882352944,0.4917647058823529,0.48176470588235293,0.49764705882352944,31.64235294117647,83.63588235294117,3.8035294117647056
2005,1,45.59176470588235,-10.23,21.17,1.9941176470588236,2.936470588235294,51.29588235294118,48.90470588235294,9.059411764705882,0.14705882352941177,24.021764705882354,0.49411764705882355,0.4682352941176471,0.49764705882352944,1.24,84.08411764705883,2.658823529411765
2005,2,56.05235294117647,-9.73,23.85,2.4041176470588237,3.4794117647058824,297.34,290.7029411764706,10.591764705882353,0.1935294117647059,36.7464705882353,0.47764705882352937,0.45529411764705885,0.4852941176470588,26.676470588235293,83.40588235294118,3.235294117647059
2005,3,49.17352941176471,-5.85,30.8,2.4176470588235297,3.476470588235294,272.54352941176467,269.6923529411765,13.456470588235293,0.30235294117647055,39.99470588235294,0.4988235294117647,0.4711764705882353,0.5058823529411764,14.891176470588235,83.63058823529411,4.356470588235294
2005,4,37.24058823529412,-1.39,33.13,2.965294117647059,4.151176470588235,320.53705882352943,314.89588235294116,17.508823529411767,0.43058823529411766,25.884117647058826,0.44999999999999996,0.32705882352941174,0.4505882352941177,0.0,83.55352941176471,4.208823529411765
2005,5,29.049411764705884,4.25,37.05,3.0700000000000003,4.253529411764706,235.83823529411765,234.3205882352941,18.063529411764705,0.46529411764705886,37.72705882352941,0.42764705882352944,0.17705882352941177,0.4223529411764706,0.0,83.76764705882353,4.5329411764705885
2005,6,31.40529411764706,6.8,39.3,2.6023529411764708,3.5605882352941176,257.37882352941176,243.63352941176473,18.34294117647059,0.4888235294117647,40.26470588235294,0.4335294117647059,0.24352941176470586,0.42764705882352944,13.028823529411765,83.88235294117646,6.090588235294118
2005,7,23.793529411764705,10.91,41.55,2.853529411764706,3.856470588235294,245.2658823529412,239.65470588235294,19.627058823529413,0.5352941176470589,22.697058823529414,0.4264705882352941,0.13999999999999999,0.4223529411764706,4.0317647058823525,83.96176470588235,5.198235294117647
2005,8,24.17529411764706,11.36,40.84,2.6947058823529413,3.666470588235294,285.54764705882354,274.1064705882353,17.531764705882352,0.4752941176470588,31.27823529411765,0.4258823529411765,0.1670588235294118,0.4252941176470588,2.7905882352941176,83.98764705882353,5.396470588235295
2005,9,33.94294117647058,6.12,37.86,2.672941176470588,3.6347058823529412,326.3735294117647,319.16,14.992941176470588,0.38176470588235295,34.15764705882353,0.42764705882352944,0.22294117647058823,0.4264705882352941,7.134705882352941,83.97411764705882,5.739411764705882
2005,10,51.42,4.5,32.52,2.3023529411764705,3.238235294117647,235.7129411764706,234.96941176470588,11.125882352941177,0.2535294117647059,46.061764705882354,0.4488235294117647,0.3770588235294118,0.4517647058823529,36.91411764705882,83.94470588235293,6.618823529411764
2005,11,60.50058823529412,-3.81,25.75,2.81,3.9700000000000006,276.46117647058827,275.3564705882353,8.911176470588236,0.1652941176470588,36.11705882352941,0.45705882352941174,0.42470588235294116,0.4588235294117647,13.959411764705882,83.6335294117647,5.034117647058824
2005,12,56.86470588235294,-4.72,21.24,1.9564705882352944,2.895882352941176,228.5805882352941,223.94,7.766470588235294,0.12,31.27058823529412,0.4688235294117647,0.44588235294117645,0.47411764705882353,27.91705882352941,83.72647058823529,3.650588235294118
2006,1,65.96294117647058,-8.94,18.79,2.408235294117647,3.4758823529411766,317.29411764705884,314.97352941176473,7.848823529411764,0.12705882352941178,37.30058823529412,0.5205882352941176,0.5229411764705882,0.5305882352941176,68.86529411764707,83.55470588235295,3.504705882352941
2006,2,66.88,-7.09,21.73,2.9705882352941178,4.17,299.9594117647059,299.8529411764706,10.137058823529413,0.2158823529411765,35.91117647058824,0.5694117647058823,0.5852941176470587,0.5870588235294117,26.365294117647057,83.51,4.168823529411765
2006,3,46.68411764705883,-3.75,30.87,2.646470588235294,3.771176470588235,291.7923529411765,289.20235294117646,15.57294117647059,0.3652941176470588,17.85882352941176,0.5429411764705883,0.5282352941176471,0.5541176470588235,1.5511764705882354,83.7664705882353,4.090588235294118
2006,4,43.858823529411765,0.2,32.26,3.3652941176470588,4.711764705882352,277.78882352941173,275.9905882352941,15.994117647058822,0.39882352941176474,43.186470588235295,0.48176470588235293,0.4158823529411765,0.4852941176470588,13.028823529411765,83.45705882352941,4.99
2006,5,37.94588235294117,2.43,36.76,3.094705882352941,4.303529411764706,178.18411764705883,183.11823529411765,17.82588235294118,0.44058823529411767,35.04117647058824,0.45705882352941174,0.35294117647058826,0.45764705882352935,21.714117647058824,83.69058823529411,5.340588235294118
2006,6,35.94411764705882,6.01,38.51,2.9394117647058824,4.028235294117647,232.78058823529412,231.55117647058822,19.21941176470588,0.49117647058823527,26.89235294117647,0.44235294117647056,0.29,0.43941176470588234,0.9305882352941177,83.7964705882353,5.761176470588235
2006,7,25.058823529411764,13.33,40.48,2.7188235294117646,3.7205882352941178,214.42235294117646,212.9764705882353,17.09941176470588,0.46529411764705886,46.63294117647059,0.43000000000000005,0.2235294117647059,0.42705882352941177,9.618235294117648,84.12705882352941,5.881176470588236
2006,8,26.101764705882353,9.16,40.4,2.877058823529412,3.8676470588235294,322.18529411764706,311.84,17.77294117647059,0.478235294117647,24.32823529411765,0.4264705882352941,0.13117647058823528,0.4211764705882353,0.0,83.84,5.341176470588235
2006,9,39.24176470588235,7.75,37.6,2.448823529411765,3.309411764705882,181.75470588235294,180.63882352941178,14.534117647058823,0.3641176470588235,39.158235294117645,0.43000000000000005,0.24411764705882355,0.42705882352941177,8.376470588235295,83.86411764705883,6.661764705882353
2006,10,41.30411764705883,2.51,34.26,2.861764705882353,3.998823529411765,198.55764705882353,200.11529411764707,11.548823529411765,0.2605882352941176,36.93529411764706,0.43470588235294116,0.22647058823529412,0.43058823529411766,15.20058823529412,83.84588235294117,5.353529411764706
2006,11,54.351176470588236,-2.26,27.98,1.9676470588235295,2.8741176470588234,221.0629411764706,216.6635294117647,8.581176470588234,0.15823529411764706,42.06647058823529,0.4547058823529411,0.43823529411764706,0.4552941176470588,23.88470588235294,84.06117647058824,5.055294117647058
2006,12,61.46352941176471,-7.38,23.78,1.9764705882352942,2.936470588235294,122.14823529411764,116.42235294117647,7.864705882352941,0.1252941176470588,25.642352941176473,0.49235294117647066,0.48,0.4982352941176471,44.050000000000004,84.09823529411766,3.6752941176470593
2007,1,50.3064705882353,-7.98,21.01,1.8876470588235297,2.7747058823529414,86.51705882352941,88.68470588235294,8.52764705882353,0.15176470588235294,35.43588235294118,0.4917647058823529,0.4729411764705882,0.4964705882352941,17.680588235294117,84.21529411764706,3.4447058823529413
2007,2,56.23647058823529,-5.53,25.67,2.388235294117647,3.498823529411765,314.0488235294118,311.69529411764705,11.108823529411765,0.21705882352941175,32.37705882352941,0.5023529411764707,0.4852941176470588,0.5088235294117647,19.542352941176468,83.90647058823528,4.154117647058824
2007,3,41.44882352941176,-4.13,29.23,2.795294117647059,3.9641176470588237,317.71411764705886,314.08235294117645,14.81529411764706,0.30176470588235293,21.267058823529414,0.47411764705882353,0.4188235294117647,0.4747058823529412,0.0,83.78529411764706,3.3076470588235294
2007,4,50.03294117647059,-4.52,28.77,3.293529411764706,4.546470588235294,330.7117647058824,328.5229411764706,16.88352941176471,0.38588235294117645,29.112941176470585,0.46,0.4041176470588235,0.46705882352941175,39.08588235294118,83.27470588235295,4.518235294117647
2007,5,42.57764705882352,-1.59,33.99,2.9805882352941175,4.144705882352941,323.0947058823529,317.2494117647059,19.68764705882353,0.47882352941176476,19.718823529411765,0.4888235294117647,0.42823529411764705,0.49235294117647055,53.353529411764704,83.64235294117647,4.86
2007,6,37.20647058823529,7.01,38.73,3.2570588235294116,4.388235294117647,330.46,326.0970588235294,21.128823529411765,0.5664705882352941,12.33764705882353,0.4517647058823529,0.3064705882352941,0.4505882352941177,0.0,83.60588235294118,5.794117647058823
2007,7,20.82294117647059,12.82,41.64,2.441764705882353,3.3376470588235296,229.8735294117647,224.90176470588236,18.39588235294118,0.5182352941176471,35.800000000000004,0.42705882352941177,0.1535294117647059,0.4223529411764706,0.0,84.0035294117647,4.949411764705882
2007,8,27.53529411764706,9.31,40.43,2.788235294117647,3.777647058823529,233.47882352941176,230.4929411764706,17.006470588235295,0.46529411764705886,30.14235294117647,0.42705882352941177,0.20647058823529413,0.4258823529411765,6.822941176470588,83.78470588235294,5.763529411764706
2007,9,32.957647058823525,6.94,37.01,2.814117647058824,3.8464705882352943,264.84352941176473,260.15058823529415,15.564117647058822,0.3905882352941176,24.20235294117647,0.42764705882352944,0.1811764705882353,0.4223529411764706,2.7911764705882356,83.88176470588235,5.252941176470588
2007,10,49.347647058823526,0.48,32.43,2.1282352941176472,3.018823529411765,294.59941176470585,288.24529411764706,11.676470588235293,0.2570588235294118,36.12764705882353,0.4429411764705882,0.37529411764705883,0.4429411764705882,24.19470588235294,83.80941176470589,5.660588235294117
2007,11,48.67588235294118,-3.1,28.75,2.211176470588235,3.188823529411765,274.2629411764706,274.24117647058824,9.552352941176471,0.18176470588235294,29.414117647058823,0.4529411764705882,0.3594117647058824,0.4529411764705882,40.014117647058825,83.71117647058823,4.168823529411765
2007,12,54.006470588235295,-3.42,22.81,1.8070588235294116,2.6776470588235295,293.9129411764706,282.04470588235296,8.202941176470588,0.13176470588235295,26.752352941176472,0.48352941176470593,0.46294117647058824,0.4852941176470588,13.958823529411765,83.9835294117647,3.633529411764706
2008,1,54.18941176470588,-4.27,21.78,1.8629411764705883,2.735294117647059,296.6264705882353,296.2,9.209411764705882,0.16176470588235295,20.15529411764706,0.5,0.47411764705882353,0.5070588235294118,22.334117647058825,84.17,3.8741176470588234
2008,2,55.36529411764705,-4.09,24.26,2.6776470588235295,3.8835294117647057,145.59117647058824,147.92764705882354,9.93235294117647,0.19529411764705884,40.36,0.49294117647058827,0.45,0.4970588235294117,23.26294117647059,83.9235294117647,4.1370588235294115
2008,3,40.87647058823529,-2.2,28.05,2.493529411764706,3.586470588235294,321.2905882352941,316.2370588235294,14.698235294117648,0.33352941176470585,26.798235294117646,0.48058823529411765,0.42294117647058826,0.48588235294117643,1.8605882352941177,83.60411764705883,3.5429411764705883
2008,4,37.66235294117647,-3.71,32.15,3.18,4.4423529411764715,271.8635294117647,271.5135294117647,16.701176470588234,0.4152941176470588,29.69,0.45235294117647057,0.32941176470588235,0.45294117647058824,0.0,83.60470588235295,4.025294117647059
2008,5,40.970588235294116,0.34,34.77,3.994705882352941,5.393529411764706,331.7752941176471,330.14235294117645,18.883529411764705,0.4847058823529412,28.75941176470588,0.43176470588235294,0.2111764705882353,0.43000000000000005,0.0,83.35411764705883,4.681764705882353
2008,6,25.147058823529413,3.81,40.51,2.853529411764706,3.912941176470588,208.8470588235294,206.64764705882354,20.51058823529412,0.5570588235294118,16.205882352941178,0.42705882352941177,0.15705882352941175,0.4223529411764706,0.31,83.73294117647059,4.4547058823529415
2008,7,23.266470588235293,12.37,41.15,2.7070588235294117,3.6876470588235293,228.43588235294118,223.92882352941177,17.678235294117645,0.49411764705882355,41.18058823529412,0.4264705882352941,0.1376470588235294,0.42176470588235293,0.31,83.95,5.580588235294118
2008,8,23.135294117647057,13.82,40.28,2.6411764705882352,3.582941176470588,201.8341176470588,204.89352941176472,16.540588235294116,0.4535294117647059,38.14235294117647,0.4264705882352941,0.15529411764705883,0.42176470588235293,0.31,83.95823529411764,5.494705882352941
2008,9,46.3564705882353,4.26,36.71,3.0341176470588236,4.124705882352941,285.9205882352941,283.18529411764706,13.962941176470588,0.3558823529411765,42.75941176470588,0.44823529411764707,0.3305882352941176,0.44529411764705884,32.88117647058824,83.79764705882353,7.17
2008,10,61.001176470588234,-3.0,29.33,2.4905882352941178,3.456470588235294,271.7747058823529,276.67294117647054,11.278235294117646,0.24411764705882355,37.89058823529412,0.4623529411764706,0.4429411764705882,0.46352941176470586,34.43117647058824,83.67999999999999,6.275294117647059
2008,11,63.32647058823529,-5.86,21.01,2.433529411764706,3.4670588235294115,306.1905882352941,305.3417647058824,9.114117647058823,0.16058823529411764,28.45764705882353,0.5223529411764707,0.511764705882353,0.5294117647058824,47.771764705882354,83.62823529411764,4.360588235294117
2008,12,65.72647058823529,-8.71,21.1,2.911764705882353,4.184117647058823,310.6376470588235,311.86,7.857647058823528,0.11529411764705882,30.472941176470584,0.5288235294117647,0.5217647058823529,0.5394117647058824,19.233529411764707,83.71588235294118,3.841176470588235
2009,1,68.06588235294117,-7.13,23.96,2.933529411764706,4.21235294117647,335.41705882352943,335.2094117647059,8.47,0.13705882352941176,28.595882352941175,0.5476470588235295,0.5541176470588235,0.558235294117647,32.88117647058824,83.60529411764706,3.7682352941176473
2009,2,60.851176470588236,-6.32,22.12,2.7758823529411765,3.9594117647058824,265.7711764705882,265.7423529411765,10.310588235294118,0.19823529411764707,42.43764705882353,0.5911764705882352,0.6123529411764705,0.6088235294117647,50.87352941176471,83.48294117647059,4.132941176470588
2009,3,62.50058823529412,-5.36,24.76,3.0341176470588236,4.3217647058823525,186.57882352941178,233.2635294117647,12.75764705882353,0.27705882352941175,41.728235294117646,0.5782352941176471,0.5911764705882353,0.591764705882353,48.079411764705874,83.50176470588235,5.1511764705882355
2009,4,48.592352941176465,-3.78,29.6,3.201764705882353,4.4411764705882355,326.4823529411765,324.1364705882353,18.091176470588238,0.42058823529411765,20.24235294117647,0.548235294117647,0.5282352941176471,0.5594117647058824,0.62,83.55588235294118,4.479411764705882
2009,5,38.14823529411765,1.95,35.3,3.1088235294117648,4.345882352941176,187.07588235294116,190.82529411764708,19.01529411764706,0.4870588235294117,28.506470588235295,0.4747058823529412,0.3723529411764706,0.47705882352941176,1.5499999999999998,83.64117647058823,5.015882352941176
2009,6,41.68764705882353,6.12,37.0,2.9541176470588235,4.049411764705883,312.2035294117647,327.9264705882353,18.271176470588237,0.4917647058823529,40.70529411764706,0.4447058823529412,0.3394117647058823,0.4441176470588235,22.334705882352942,83.90529411764706,6.902352941176471
2009,7,22.122941176470587,12.92,41.4,2.867058823529412,3.9305882352941173,126.87647058823529,163.42823529411763,18.802941176470586,0.5235294117647059,35.436470588235295,0.42705882352941177,0.19294117647058825,0.42294117647058826,0.0,84.13529411764705,5.185882352941176
2009,8,23.681764705882355,11.64,41.3,2.5776470588235294,3.4923529411764704,239.4664705882353,234.71411764705883,17.637647058823532,0.48,29.129411764705882,0.4264705882352941,0.12,0.4211764705882353,0.0,83.94294117647058,5.345294117647059
2009,9,50.07176470588235,5.01,37.65,2.7705882352941176,3.717058823529412,297.6088235294118,292.5570588235294,14.24470588235294,0.3594117647058824,39.2235294117647,0.44941176470588234,0.3647058823529412,0.44941176470588234,40.325294117647054,83.81647058823529,7.087647058823529
2009,10,39.69117647058823,4.65,32.01,2.012941176470588,2.8635294117647057,286.9511764705882,271.09117647058827,12.857058823529412,0.29,23.23470588235294,0.44,0.32941176470588235,0.43941176470588234,5.27,83.93294117647058,5.632352941176471
2009,11,40.525882352941174,-1.05,28.19,2.326470588235294,3.3658823529411763,290.21529411764703,293.6935294117647,9.882352941176471,0.18705882352941178,17.451764705882354,0.42764705882352944,0.2211764705882353,0.42705882352941177,0.9299999999999999,84.06235294117647,3.8723529411764703
2009,12,57.002941176470586,-2.4,24.68,2.6723529411764706,3.838823529411765,268.3952941176471,268.89176470588234,7.655882352941177,0.13529411764705884,36.364117647058826,0.45647058823529413,0.36882352941176466,0.45764705882352935,51.49411764705882,83.61470588235295,4.664705882352941
